,Player,Pos,Squad,Rk,Tkl,Tkl,TklW,Blocks,Int,Clr,Err,90s,Cmp,Cmp,Cmp,Cmp,Cmp%,Cmp%,Cmp%,Cmp%,Ast,xAG,KP,1/3,PPA,CrsPA,PrgP,SCA,GCA,Sh,SoT%,npxG,Touches,Att,Succ%,PrgC,Mis,Dis,PrgR,G-PK,G-PK,Fls,Fld,PKwon,OG,Recov,Won%
103,Mirko Antonucci,"FW,MF",Roma,104,4,3,3,2,2,1,0,0.9,16,11,5,0,76.2,78.6,100.0,0.0,0,0.0,1,1,0,0,1,3,0,3,0.0,0.2,39,0,,2,5,0,6,0,0.00,2,1,0,0,5,
104,Vitorino Antunes,MF,Getafe,105,0,0,0,0,0,1,0,0.1,0,0,0,0,0.0,,0.0,,0,0.0,0,0,0,0,0,0,0,0,,0.0,3,0,,0,0,0,0,0,0.00,0,0,0,0,0,
105,Christopher Antwi-Adjei,"MF,FW",Paderborn 07,106,25,9,16,29,15,14,0,27.4,593,326,184,52,69.4,82.5,68.7,54.2,2,4.2,42,34,28,8,68,95,6,46,17.4,3.8,1153,70,50.0,114,63,40,155,1,0.04,17,39,0,0,132,36.1
106,Anuar,"MF,FW",Valladolid,107,4,2,2,7,5,0,0,2.1,89,42,40,4,84.8,84.0,93.0,50.0,0,0.0,0,7,0,0,10,2,0,1,0.0,0.0,129,1,100.0,4,4,2,2,0,0.00,3,5,0,0,16,30.0
107,Houssem Aouar,"MF,FW",Lyon,108,28,10,12,15,13,11,0,21.7,910,513,294,71,84.1,90.0,86.5,74.7,4,2.3,24,101,25,0,134,85,11,46,39.1,3.7,1361,112,59.8,105,52,38,127,3,0.14,24,42,0,0,120,58.6
108,Adil Aouchiche,MF,Paris S-G,109,3,2,2,3,0,0,0,0.7,22,16,3,3,71.0,76.2,75.0,75.0,0,0.0,0,0,0,0,0,2,0,0,,0.0,40,3,100.0,0,3,0,3,0,0.00,1,0,0,0,5,
109,Dennis Appiah,DF,Nantes,110,58,28,35,9,23,34,0,17.8,734,473,219,26,74.7,86.3,74.7,29.9,0,0.4,8,45,2,2,67,17,0,1,0.0,0.1,1154,29,75.9,23,21,18,32,0,0.00,26,7,0,0,100,52.8
110,Mauro Arambarri,MF,Getafe,111,72,31,33,52,43,40,2,34.1,621,222,252,122,65.6,70.3,73.0,57.3,1,2.1,15,92,17,7,113,49,4,47,14.9,2.1,1360,43,69.8,30,45,34,41,1,0.03,79,63,0,0,201,50.7
111,Guilherme Arana,DF,Atalanta,112,4,3,4,0,2,0,0,0.9,42,30,11,1,75.0,88.2,91.7,25.0,0,0.0,1,2,3,1,4,2,0,0,,0.0,69,1,0.0,3,1,1,6,0,0.00,2,4,0,0,7,
112,Charles Aránguiz,MF,Leverkusen,113,56,27,37,27,22,21,1,23.5,1385,712,511,116,85.1,92.2,88.3,68.2,3,2.5,23,126,8,0,155,46,5,16,12.5,1.4,1861,24,58.3,14,28,19,19,1,0.04,15,44,0,0,204,38.9
113,Luiz Araújo,"FW,MF",Lille,114,20,5,11,14,4,6,0,9.2,222,118,65,15,71.4,81.9,75.6,51.7,1,1.8,12,14,14,5,29,32,2,24,45.8,1.0,438,30,73.3,30,17,15,60,2,0.22,13,23,1,0,47,40.0
114,Néstor Araujo,DF,Celta Vigo,115,44,22,27,26,52,142,0,32.1,1320,380,807,119,84.7,88.8,91.2,57.5,2,0.8,4,43,0,0,83,15,4,13,23.1,1.0,1864,2,50.0,21,10,2,4,1,0.03,27,9,0,0,151,65.4
115,Ronald Araújo,DF,Barcelona,116,3,1,2,6,0,9,0,2.6,195,67,108,18,93.8,98.5,93.9,85.7,0,0.0,0,10,0,0,5,1,1,1,0.0,0.2,229,1,100.0,1,0,1,0,0,0.00,2,1,0,0,10,54.5
116,Anaitz Arbilla,DF,Eibar,117,33,16,20,20,29,82,0,22.3,872,274,400,190,71.8,85.1,79.8,54.4,0,0.3,6,91,10,3,104,23,1,14,14.3,0.7,1421,13,69.2,21,15,7,17,1,0.04,22,12,0,0,173,62.9
117,Alphonse Areola,GK,Real Madrid,118,0,0,0,0,0,0,0,4.0,113,17,65,31,84.3,100.0,100.0,59.6,0,0.0,0,0,0,0,0,0,0,0,,0.0,138,0,,0,0,1,0,0,0.00,1,0,0,0,9,100.0
118,Alphonse Areola,GK,Paris S-G,119,0,0,0,0,0,1,1,3.0,57,23,27,6,98.3,100.0,100.0,100.0,0,0.0,0,0,0,0,0,0,0,0,,0.0,61,0,,0,0,0,0,0,0.00,0,1,0,0,10,
119,Santiago Arias,DF,Atlético Madrid,120,36,10,24,12,19,20,1,12.0,482,271,154,28,74.5,88.6,72.3,40.0,1,2.1,11,20,19,3,45,23,2,6,33.3,0.5,769,7,71.4,27,11,3,76,0,0.00,8,16,0,0,60,51.2
120,Nicolò Armini,DF,Lazio,121,1,1,1,0,0,1,0,0.0,3,0,2,0,100.0,,100.0,,0,0.0,0,0,0,0,0,0,0,0,,0.0,5,0,,0,0,0,0,0,0.00,0,0,0,0,0,0.0
121,Stuart Armstrong,MF,Southampton,122,32,9,19,22,11,23,1,19.1,464,265,154,22,75.3,82.0,80.6,62.9,3,2.0,18,36,22,4,71,60,8,46,43.5,2.8,889,53,56.6,45,55,25,101,5,0.26,25,20,0,0,106,31.0
122,José Arnaiz,"FW,MF",Osasuna,123,3,0,2,7,5,5,0,8.8,130,80,32,9,75.6,82.5,76.2,69.2,1,0.4,7,11,2,1,18,18,3,21,28.6,1.4,286,10,20.0,17,40,17,60,2,0.23,11,17,0,0,31,33.3
123,José Arnaiz,MF,Leganés,124,3,2,0,4,2,1,0,3.7,72,37,27,5,75.8,84.1,79.4,45.5,0,0.5,8,4,4,3,9,14,0,10,40.0,0.7,160,20,60.0,14,16,9,24,0,0.00,9,7,0,0,21,16.7
124,Maximilian Arnold,MF,Wolfsburg,125,42,16,24,25,25,35,0,31.3,1160,425,470,224,74.8,87.8,83.8,53.8,8,5.5,70,119,29,6,151,137,14,63,25.4,2.9,1818,29,65.5,35,33,29,48,4,0.13,52,69,0,0,213,51.0
125,Kepa Arrizabalaga,GK,Chelsea,126,1,1,1,0,1,7,2,33.0,896,159,538,199,81.8,100.0,98.5,52.0,0,0.0,0,2,0,0,0,0,0,0,,0.0,1138,0,,0,1,0,0,0,0.00,0,5,0,0,35,100.0
126,Kwadwo Asamoah,"DF,FW",Inter,127,10,6,8,8,9,13,0,7.1,298,159,117,12,80.1,93.5,78.5,44.4,1,0.4,11,15,3,1,26,20,4,3,33.3,0.1,429,16,75.0,25,4,6,54,0,0.00,6,6,0,0,42,57.1
127,Santiago Ascacíbar,MF,Hertha BSC,128,26,11,13,13,16,13,0,7.0,261,127,97,22,83.9,88.2,90.7,73.3,1,0.1,2,15,1,1,26,6,1,2,0.0,0.1,409,10,70.0,3,7,3,3,0,0.00,11,5,0,0,46,38.9
128,Sergio Asenjo,GK,Villarreal,129,0,0,0,0,1,15,1,34.0,742,138,378,221,71.7,99.3,98.2,43.9,0,0.0,0,8,0,0,0,4,1,0,,0.0,1115,1,100.0,0,1,0,0,0,0.00,2,6,0,0,39,100.0
129,Marco Asensio,FW,Real Madrid,130,4,1,3,2,1,4,0,3.7,131,79,31,12,82.9,89.8,77.5,70.6,1,1.4,8,4,8,2,13,11,1,8,62.5,1.1,192,9,55.6,8,4,5,31,3,0.80,2,4,0,0,16,33.3
130,Kristoffer Askildsen,MF,Sampdoria,131,1,0,1,1,1,0,0,0.8,28,18,6,3,87.5,94.7,85.7,60.0,0,0.1,2,2,1,0,2,6,0,1,100.0,0.0,41,2,100.0,2,2,1,0,1,1.18,4,0,0,0,3,0.0
131,Iago Aspas,FW,Celta Vigo,132,29,12,19,16,22,7,0,36.2,991,551,249,70,75.6,82.5,80.1,66.0,3,4.4,54,71,45,3,125,109,12,77,41.6,9.0,1656,95,54.7,106,73,45,256,9,0.25,25,66,2,0,108,33.3
132,Roger Assalé,"FW,MF",Leganés,133,3,1,2,8,0,1,0,5.9,100,60,30,5,80.6,88.2,83.3,71.4,1,1.1,6,7,5,1,13,19,3,11,54.5,1.7,190,17,64.7,15,19,7,51,2,0.34,8,11,3,0,16,25.0
133,Youcef Atal,"FW,DF",Nice,134,24,13,11,12,24,11,1,11.1,399,253,113,24,78.4,88.5,75.3,61.5,1,1.0,10,24,12,3,40,35,3,19,47.4,1.4,741,106,44.3,54,35,18,119,1,0.09,15,25,1,0,46,64.0
134,Miguel Atienza,MF,Eibar,135,1,1,1,1,2,1,0,0.3,9,4,5,0,64.3,66.7,83.3,0.0,0,0.0,0,1,0,0,1,1,0,2,0.0,0.1,19,0,,0,0,0,0,0,0.00,2,1,0,0,2,66.7
135,Christian Atsu,"MF,FW",Newcastle Utd,136,10,5,8,19,5,9,0,8.3,167,95,40,10,76.6,87.2,78.4,47.6,3,1.3,13,5,10,5,16,25,4,5,20.0,0.2,333,36,44.4,29,20,17,22,0,0.00,11,10,0,0,42,30.0
136,Pierre-Emerick Aubameyang,FW,Arsenal,137,31,12,19,39,14,16,0,34.8,614,373,169,25,67.3,80.9,61.0,46.3,3,3.3,26,25,47,16,81,69,12,91,44.0,13.2,1233,38,44.7,98,58,31,288,20,0.57,14,20,0,0,92,36.3
137,Emil Audero,GK,Sampdoria,138,1,1,1,0,0,21,1,36.0,674,97,299,276,64.9,99.0,97.4,44.1,0,0.0,0,8,0,0,0,2,0,0,,0.0,1128,0,,0,1,0,0,0,0.00,0,5,0,1,32,80.0
138,Tommaso Augello,DF,Sampdoria,139,14,5,9,8,15,21,1,12.6,632,345,242,38,76.8,88.7,76.3,46.9,2,1.2,18,54,25,14,77,44,5,0,,0.0,903,26,73.1,43,12,12,87,0,0.00,6,4,0,0,87,72.2
139,Jean-Kévin Augustin,FW,Monaco,140,3,1,0,2,3,0,0,3.0,33,22,8,1,82.5,78.6,100.0,50.0,0,0.0,0,0,0,0,0,6,2,7,42.9,0.5,74,9,44.4,6,9,6,17,0,0.00,2,7,1,0,11,0.0
140,Ludwig Augustinsson,"DF,MF",Werder Bremen,141,29,12,12,19,10,29,0,10.3,386,229,115,26,70.7,86.7,73.7,34.2,1,1.8,18,20,8,6,29,28,1,5,0.0,0.2,656,11,72.7,24,18,8,62,0,0.00,18,12,0,0,41,51.6
141,Serge Aurier,DF,Tottenham,142,93,39,69,38,47,98,2,30.0,1263,768,382,54,75.4,87.9,71.7,43.5,5,3.4,33,62,37,16,93,50,6,13,30.8,0.5,2078,64,60.9,66,54,28,205,1,0.03,41,22,0,1,165,52.2
142,Mathias Autret,"MF,FW",Brest,143,23,8,17,14,10,3,0,13.6,373,178,142,43,66.0,82.4,72.4,39.4,3,2.8,30,39,23,7,63,60,5,27,33.3,1.8,715,20,20.0,32,37,14,83,2,0.15,14,6,0,0,62,18.2
143,Ezequiel Ávila,FW,Osasuna,144,17,6,12,12,3,5,0,17.7,170,83,57,23,53.8,59.7,58.2,48.9,2,3.6,22,18,13,3,40,47,6,69,40.6,7.7,540,26,61.5,33,49,29,113,9,0.51,45,43,1,0,52,37.6
144,Javier Avilés,"MF,FW",Leganés,145,9,2,7,3,3,1,0,2.0,47,25,10,7,68.1,73.5,83.3,63.6,1,0.8,5,1,7,5,4,7,2,5,40.0,0.6,108,8,50.0,10,4,5,26,1,0.49,5,2,0,0,12,33.3
145,Chidozie Awaziem,DF,Leganés,146,34,16,22,26,28,73,1,22.2,604,243,253,94,73.6,87.4,79.1,49.5,0,0.3,5,56,7,2,59,13,0,11,0.0,0.8,1024,8,75.0,12,8,4,8,0,0.00,22,14,0,0,105,43.8
146,Taiwo Awoniyi,"FW,MF",Mainz 05,147,2,0,0,4,2,3,0,5.4,73,45,14,5,67.0,81.8,50.0,62.5,0,0.8,5,6,5,3,7,13,0,14,21.4,3.2,179,15,53.3,12,21,4,43,1,0.19,5,3,0,0,21,40.5
147,Florian Ayé,"FW,MF",Brescia,148,17,6,9,17,4,18,1,15.3,207,122,48,10,66.8,77.7,66.7,45.5,0,1.1,9,10,8,2,16,36,2,23,30.4,2.4,487,21,66.7,18,39,27,88,0,0.00,19,22,1,0,49,40.4
148,Jordan Ayew,FW,Crystal Palace,149,48,17,30,29,15,21,0,35.0,673,425,150,36,78.9,87.1,78.9,69.2,2,2.5,30,38,21,0,60,81,8,58,41.4,7.5,1300,117,62.4,77,113,95,184,9,0.26,59,105,0,0,147,31.3
149,Kaan Ayhan,DF,Düsseldorf,150,38,20,25,28,45,72,1,30.3,1502,535,677,265,82.7,92.4,88.6,64.2,3,2.3,18,124,14,3,161,47,3,29,17.2,2.2,2051,18,77.8,52,10,4,25,2,0.07,36,20,0,0,165,43.0
150,Ramon Azeez,MF,Granada,151,11,7,8,8,19,11,1,15.1,303,175,88,32,78.1,87.5,75.2,74.4,0,0.3,6,35,3,0,43,22,1,20,15.0,2.4,516,11,36.4,16,16,10,25,2,0.13,29,19,0,0,72,36.7
151,César Azpilicueta,DF,Chelsea,152,86,35,56,56,67,94,0,35.9,2317,1262,857,124,78.7,89.8,78.1,50.2,6,6.0,45,148,58,26,193,87,7,29,20.7,2.4,3347,21,57.1,59,27,13,226,2,0.06,40,15,0,0,172,59.7
152,Ludovic Baal,DF,Brest,153,27,10,15,9,17,20,0,9.2,491,262,182,44,79.1,88.8,80.9,55.0,0,0.8,14,43,15,10,48,24,1,2,0.0,0.1,746,25,68.0,29,16,8,42,0,0.00,10,15,0,0,81,56.4
153,Iddrisu Baba,MF,Mallorca,154,59,20,37,31,39,42,0,32.3,1029,486,422,85,80.6,85.3,86.5,63.0,0,0.2,6,100,4,0,127,28,1,15,13.3,1.0,1589,62,85.5,16,40,39,8,0,0.00,42,59,0,1,248,41.3
154,Khouma Babacar,FW,Lecce,155,12,1,8,12,3,34,0,15.8,213,132,58,14,72.9,77.6,79.5,73.7,0,1.6,16,13,10,0,28,44,5,47,34.0,4.9,513,27,51.9,29,57,28,100,3,0.19,35,32,3,0,45,39.3
155,Carlos Bacca,FW,Villarreal,156,5,2,1,4,0,7,0,7.6,99,60,29,3,73.9,83.3,70.7,60.0,1,0.9,5,5,1,0,6,15,2,18,33.3,3.4,208,14,42.9,8,23,5,36,2,0.26,8,6,1,0,11,46.4
156,Milan Badelj,MF,Fiorentina,157,29,15,17,21,45,34,1,17.6,768,332,334,86,81.3,87.6,86.3,66.2,0,0.7,20,115,9,0,103,47,1,15,13.3,1.1,1144,24,83.3,20,18,18,29,1,0.06,17,19,0,0,109,43.5
157,Matthias Bader,DF,Köln,158,1,1,1,0,0,1,0,0.1,6,1,3,0,75.0,100.0,60.0,,0,0.0,0,0,0,0,0,0,0,0,,0.0,10,0,,0,0,0,1,0,0.00,0,2,0,0,1,
158,Benoît Badiashile,DF,Monaco,159,18,6,12,20,27,57,1,15.7,802,281,421,93,85.0,87.3,91.7,66.9,0,0.1,2,67,2,0,87,9,0,10,30.0,0.7,1091,5,80.0,19,10,3,4,0,0.00,19,12,0,0,116,63.2
159,Bastian Badu,FW,Montpellier,160,0,0,0,0,0,0,0,0.1,6,4,2,0,100.0,100.0,100.0,,0,0.0,0,0,0,0,0,0,0,1,100.0,0.1,8,0,,0,0,0,4,0,0.00,0,0,0,0,1,66.7
160,Alex Baena,MF,Villarreal,161,0,0,0,1,0,0,0,0.2,4,3,1,0,100.0,100.0,100.0,,0,0.0,0,0,0,0,0,1,0,0,,0.0,6,0,,0,1,0,0,0,0.00,0,0,0,0,0,
161,Stéphane Bahoken,FW,Angers,162,7,1,4,4,2,2,0,10.1,143,84,35,5,73.7,84.0,68.6,35.7,0,0.6,11,5,4,2,8,19,2,18,44.4,2.6,290,11,45.5,16,37,23,74,3,0.30,24,12,0,0,21,23.4
162,Daniel Baier,MF,Augsburg,163,33,15,17,19,58,27,0,21.6,667,299,263,82,74.4,80.6,79.9,61.2,0,0.9,10,56,6,0,77,35,2,16,12.5,0.5,1093,14,71.4,7,18,9,12,1,0.05,31,38,0,0,180,54.4
163,Leon Bailey,"FW,MF",Leverkusen,164,6,6,3,9,8,3,0,12.1,316,170,111,28,66.0,77.6,71.2,41.2,3,2.2,21,17,22,7,36,42,9,29,37.9,4.3,639,56,62.5,61,37,23,132,5,0.41,17,17,0,0,68,40.0
164,Eric Bailly,DF,Manchester Utd,165,0,0,0,3,4,7,1,1.7,70,27,38,5,89.7,93.1,95.0,71.4,0,0.0,0,2,0,0,4,0,0,0,,0.0,92,1,100.0,1,1,1,1,0,0.00,2,0,0,0,9,100.0
165,Dénys Bain,DF,Brest,166,21,9,14,13,28,66,0,14.1,631,178,389,59,91.1,91.3,94.0,84.3,0,0.0,0,7,0,0,23,6,0,3,33.3,0.7,839,4,75.0,1,1,6,0,1,0.07,7,5,0,0,67,65.5
166,Leighton Baines,DF,Everton,167,10,8,6,5,5,14,0,4.5,176,106,54,13,80.7,93.8,83.1,50.0,0,0.8,7,7,5,4,10,15,0,1,0.0,0.1,264,4,50.0,12,3,2,18,0,0.00,1,4,0,0,17,41.7
167,Stefan Bajic,GK,Saint-Étienne,168,0,0,0,1,0,2,0,1.0,18,5,12,1,94.7,100.0,100.0,50.0,0,0.0,0,0,0,0,0,0,0,0,,0.0,23,0,,0,0,0,0,0,0.00,0,0,0,0,1,
168,Tiemoué Bakayoko,MF,Monaco,169,48,29,24,12,29,17,0,19.1,811,425,299,64,84.4,86.7,87.9,78.0,2,1.2,10,74,12,0,112,39,4,24,29.2,2.1,1195,57,63.2,30,31,30,56,1,0.05,34,58,0,0,156,72.5
169,Lewis Baker,MF,Düsseldorf,170,8,2,5,5,2,5,0,6.1,182,70,75,32,82.0,87.5,89.3,74.4,0,0.5,8,17,4,0,23,20,2,12,41.7,0.6,277,12,83.3,10,11,5,6,0,0.00,8,7,0,1,31,100.0
170,Mitchel Bakker,DF,Paris S-G,171,2,1,2,0,0,2,0,1.0,92,63,23,4,96.8,96.9,100.0,100.0,0,0.0,0,8,0,0,5,1,0,0,,0.0,102,1,100.0,0,2,1,7,0,0.00,1,0,0,0,4,100.0
171,Ridle Baku,"DF,MF",Mainz 05,172,54,26,31,45,42,57,0,26.1,827,389,321,91,70.9,82.1,73.5,51.1,3,3.4,27,81,36,16,109,82,12,22,27.3,1.0,1510,59,55.9,42,40,22,118,1,0.04,33,41,0,0,180,46.2
172,Fabián Balbuena,DF,West Ham,173,17,9,12,15,26,75,3,13.1,365,121,186,55,71.3,78.1,84.2,46.2,0,0.5,1,25,2,0,35,8,0,10,40.0,1.5,673,2,100.0,8,6,1,2,1,0.08,6,2,0,0,65,59.6
173,Keita Baldé,"FW,MF",Monaco,174,6,3,5,4,2,7,1,9.5,191,121,55,5,67.0,76.6,69.6,26.3,1,0.7,6,9,6,1,23,30,5,28,46.4,4.0,391,8,62.5,27,24,10,78,4,0.42,12,15,1,0,21,41.7
174,George Baldock,DF,Sheffield Utd,175,62,27,43,26,34,83,3,38.0,1143,719,323,55,75.1,90.4,77.5,34.0,3,1.7,23,66,46,30,103,71,6,13,30.8,0.6,1908,70,60.0,97,43,22,197,2,0.05,47,44,1,0,167,40.0
175,Gareth Bale,"FW,MF",Real Madrid,176,9,3,5,8,6,9,0,12.1,363,206,113,37,72.6,86.6,74.3,45.1,2,1.7,12,22,16,8,35,36,7,34,35.3,4.0,622,30,60.0,48,24,11,118,2,0.17,16,10,0,0,36,70.0
176,Mikel Balenziaga,DF,Athletic Club,177,15,9,10,4,2,20,0,6.3,183,109,56,15,69.8,85.8,69.1,46.9,0,0.0,0,10,2,1,15,4,0,3,0.0,0.1,317,3,100.0,5,3,2,9,0,0.00,6,3,0,0,31,76.9
177,Leonardo Balerdi,"DF,MF",Dortmund,178,2,2,1,0,4,3,0,1.5,115,53,45,15,87.1,88.3,95.7,88.2,0,0.0,0,4,0,0,5,0,0,0,,0.0,143,1,0.0,1,0,1,0,0,0.00,1,0,0,0,12,0.0
178,Marco Ballarini,MF,Udinese,179,0,0,0,0,0,0,0,0.0,5,2,3,0,100.0,100.0,100.0,,0,0.0,0,0,0,0,0,0,0,0,,0.0,5,0,,0,0,0,0,0,0.00,0,0,0,0,1,
179,Fodé Ballo-Touré,DF,Monaco,180,36,17,25,10,24,45,0,18.7,681,375,240,53,77.9,88.4,78.2,54.6,0,1.5,17,59,15,8,76,31,0,5,40.0,0.9,1074,37,64.9,67,30,10,109,0,0.00,17,22,0,1,94,53.8
180,Florent Balmont,MF,Dijon,181,12,7,6,6,1,3,0,4.5,213,108,87,15,81.0,87.8,82.9,51.7,0,0.1,2,23,2,1,31,8,0,7,42.9,0.2,309,1,100.0,7,7,6,5,0,0.00,4,7,0,0,32,40.0
181,Mario Balotelli,FW,Brescia,182,2,0,2,1,8,22,0,15.6,231,112,75,39,64.2,71.8,68.8,60.0,0,0.6,9,22,10,1,42,36,1,72,34.7,7.1,541,18,55.6,18,34,10,59,5,0.32,32,51,0,0,40,52.9
182,Abdoulaye Bamba,DF,Angers,183,10,8,7,4,4,18,0,6.2,204,107,75,16,73.6,89.9,78.9,34.0,0,0.2,3,12,2,2,15,6,0,1,0.0,0.0,321,3,33.3,9,3,3,23,0,0.00,4,2,0,0,32,27.3
183,Jonathan Bamba,"FW,MF",Lille,184,12,7,6,19,16,8,2,21.5,662,365,172,57,79.3,88.4,81.1,60.0,4,2.7,36,68,17,0,80,87,7,45,51.1,3.3,1076,82,54.9,86,49,45,132,0,0.00,15,45,2,0,129,40.0
184,Éver Banega,MF,Sevilla,185,43,21,28,19,15,5,0,27.5,1959,763,785,340,81.6,90.5,87.3,68.0,7,6.1,59,262,28,5,363,132,11,38,21.1,1.6,2633,81,72.8,66,52,38,77,1,0.04,31,57,0,0,199,43.2
185,Mattia Bani,DF,Bologna,186,47,25,28,29,52,92,2,24.5,936,308,501,116,80.1,86.0,86.2,58.9,0,0.1,2,46,1,1,72,11,1,16,43.8,3.7,1442,2,50.0,6,13,2,7,4,0.16,44,35,0,0,111,58.6
186,Antonín Barák,"MF,FW",Udinese,187,5,1,4,6,0,4,0,2.2,75,41,25,4,74.3,89.1,80.6,44.4,0,0.2,4,6,2,0,11,8,0,4,50.0,0.1,135,2,50.0,7,8,4,12,0,0.00,9,4,0,0,16,80.0
187,Antonín Barák,MF,Lecce,188,19,6,10,18,9,20,2,15.2,552,301,193,38,81.3,89.9,83.5,58.5,1,1.6,17,57,13,1,81,47,5,33,39.4,3.9,842,22,45.5,44,16,20,66,2,0.13,12,9,0,0,74,41.3
188,Federico Barba,DF,Valladolid,189,12,7,6,5,8,12,0,5.0,140,72,57,10,64.2,81.8,65.5,29.4,0,0.0,1,17,2,1,15,6,1,1,100.0,0.0,269,3,66.7,3,8,0,15,0,0.00,8,5,0,0,20,63.6
189,Danilo Barbosa,"DF,MF",Nice,190,28,13,21,21,20,38,0,12.5,725,277,398,36,91.4,94.2,94.8,64.3,0,0.4,10,62,3,0,66,20,2,5,20.0,0.5,965,17,76.5,21,25,7,10,0,0.00,16,20,0,0,74,51.4
190,Melvin Bard,DF,Lyon,191,0,0,0,0,1,0,0,0.5,40,25,14,1,85.1,96.2,87.5,50.0,0,0.0,2,1,0,0,1,2,0,0,,0.0,48,0,,0,0,0,10,0,0.00,0,0,0,0,4,100.0
191,Enis Bardhi,MF,Levante,192,24,8,11,15,15,19,0,23.5,627,370,163,54,72.5,84.7,70.9,50.9,2,3.5,32,63,24,6,111,78,8,58,32.8,5.1,1124,57,64.9,58,48,26,117,7,0.30,46,45,1,0,118,15.6
192,Phil Bardsley,DF,Burnley,193,49,24,36,24,30,73,0,21.0,604,303,224,60,65.6,85.6,67.9,33.3,1,1.4,10,71,18,5,70,22,2,11,36.4,0.3,1154,7,57.1,23,13,3,27,0,0.00,35,13,0,0,80,60.0
193,Nicolò Barella,MF,Inter,194,36,8,21,20,14,14,0,22.4,1007,460,381,124,81.4,88.8,85.4,74.7,4,1.7,23,124,30,6,183,61,5,24,20.8,2.1,1462,54,66.7,47,37,23,98,1,0.04,39,37,1,0,147,45.2
194,Philipp Bargfrede,MF,Werder Bremen,195,15,6,12,8,16,15,0,6.5,198,99,79,11,72.8,82.5,75.2,40.7,0,0.1,2,33,4,0,35,12,2,5,0.0,0.2,345,6,83.3,2,9,2,4,0,0.00,15,10,0,0,44,70.0
195,Antonino Barillà,MF,Parma,196,43,16,31,26,17,32,0,18.8,399,206,143,32,76.3,87.3,80.8,48.5,2,2.0,15,29,7,6,44,23,3,17,17.6,1.6,733,15,33.3,15,25,10,38,1,0.05,38,22,0,0,80,53.1
196,Kike Barja,"MF,FW",Osasuna,197,1,1,1,3,0,2,0,3.5,57,35,17,2,67.9,83.3,63.0,33.3,1,1.1,4,2,7,2,12,11,2,6,50.0,0.7,138,22,45.5,14,14,8,33,0,0.00,4,4,0,0,23,45.5
197,Ross Barkley,MF,Chelsea,198,16,5,9,7,7,7,0,12.3,555,280,182,68,87.4,90.3,93.8,86.1,4,2.3,24,53,18,2,64,52,6,40,30.0,2.7,772,40,67.5,46,25,34,63,1,0.08,9,15,0,0,69,48.0
198,Aymen Barkok,"FW,MF",Düsseldorf,199,1,0,1,2,3,1,0,0.9,17,11,4,2,58.6,57.9,66.7,50.0,0,0.0,0,2,1,0,3,0,0,0,,0.0,42,1,0.0,0,3,0,3,0,0.00,0,0,0,0,4,50.0
199,Ashley Barnes,FW,Burnley,200,10,3,5,7,6,9,0,15.0,138,83,37,4,53.3,69.2,50.0,22.2,0,0.3,5,5,8,0,18,24,3,39,28.2,5.4,418,14,42.9,10,38,19,61,5,0.33,35,40,1,0,37,40.6
200,Harvey Barnes,"MF,FW",Leicester City,201,16,5,11,13,8,6,1,23.1,562,352,150,21,75.4,84.2,77.3,53.8,8,4.1,35,30,34,2,90,87,16,61,45.9,8.1,997,81,53.1,95,59,23,221,6,0.26,20,29,1,0,91,42.4
201,Antonio Barragán,DF,Betis,202,7,3,5,2,8,22,0,7.1,377,186,152,25,80.6,92.1,81.7,45.5,1,0.6,7,29,19,4,49,20,4,2,0.0,0.1,525,4,50.0,15,7,2,56,0,0.00,9,13,0,0,36,50.0
202,Antonio Barreca,"DF,FW",Genoa,203,10,4,7,12,1,22,0,12.2,260,133,97,21,65.7,82.6,68.8,36.8,1,0.7,4,13,11,7,25,15,1,6,50.0,0.2,495,18,27.8,33,10,10,58,0,0.00,13,4,0,0,26,36.4
203,Leandro Barreiro Martins,MF,Mainz 05,204,38,14,21,18,9,18,1,10.4,276,138,93,28,75.8,82.1,79.5,58.3,2,0.3,6,30,1,0,41,19,3,8,12.5,0.4,493,7,71.4,6,13,6,13,0,0.00,26,23,0,0,64,50.0
204,Ander Barrenetxea,"FW,MF",Real Sociedad,205,12,4,9,3,3,4,0,4.9,134,74,43,9,72.0,84.1,70.5,60.0,0,0.5,8,9,8,1,20,19,1,15,33.3,0.9,271,39,56.4,28,14,12,65,1,0.20,14,5,0,0,23,40.0
205,Édgar Barreto,MF,Sampdoria,206,4,2,3,1,0,0,0,1.0,27,14,11,2,87.1,100.0,91.7,50.0,0,0.0,0,3,0,0,2,2,0,1,100.0,0.0,43,0,,0,2,0,1,0,0.00,1,2,0,0,3,0.0
206,Musa Barrow,"FW,MF",Bologna,207,20,6,13,15,5,11,0,15.0,427,266,103,39,71.6,85.8,72.0,40.6,2,3.1,34,36,15,3,62,80,10,64,32.8,4.5,833,55,63.6,59,59,18,96,8,0.53,22,12,0,0,65,33.3
207,Musa Barrow,"FW,MF",Atalanta,208,1,1,1,4,0,1,0,2.1,39,28,8,2,73.6,90.3,80.0,100.0,2,1.0,4,1,1,0,7,9,2,11,45.5,1.6,89,4,50.0,6,13,4,35,0,0.00,4,7,0,0,5,28.6
