,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season
12941,FC Groningen,Julian Chabot,21.0,Centre-Back,Sampdoria,€3.70m,out,Summer,3.7,Eredivisie,2019,2019/2020
12942,FC Groningen,Ludovit Reis,19.0,Central Midfield,Barcelona B,€3.25m,out,Summer,3.25,Eredivisie,2019,2019/2020
12943,FC Groningen,Paul Gladon,27.0,Centre-Forward,Willem II,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
12944,FC Groningen,Ahmad Mendes Moreira,24.0,Left Winger,Excelsior,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
12945,FC Groningen,Lars Kramer,19.0,Centre-Back,Viborg FF,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
12946,FC Groningen,Mimoun Mahi,25.0,Centre-Forward,FC Zürich,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
12969,SC Heerenveen,Michel Vlap,22.0,Attacking Midfield,RSC Anderlecht,€6.90m,out,Summer,6.9,Eredivisie,2019,2019/2020
12970,SC Heerenveen,Kik Pierie,18.0,Centre-Back,Ajax,€5.00m,out,Summer,5.0,Eredivisie,2019,2019/2020
12971,SC Heerenveen,Ben Rienstra,29.0,Central Midfield,Kayserispor,€500Th.,out,Summer,0.5,Eredivisie,2019,2019/2020
12972,SC Heerenveen,Morten Thorsby,23.0,Central Midfield,Sampdoria,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
12973,SC Heerenveen,Vanja Drkusic,19.0,Centre-Back,Rende,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
12974,SC Heerenveen,Jan Bekkema,23.0,Goalkeeper,SV Straelen,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
12975,SC Heerenveen,Doke Schmidt,27.0,Right-Back,SC Cambuur,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
12976,SC Heerenveen,Pelle van Amersfoort,23.0,Attacking Midfield,Cracovia,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
12993,Heracles Almelo,Brandley Kuwas,26.0,Right Winger,Al-Nasr,€2.50m,out,Summer,2.5,Eredivisie,2019,2019/2020
12994,Heracles Almelo,Adrián Dalmau,25.0,Centre-Forward,FC Utrecht,€700Th.,out,Summer,0.7,Eredivisie,2019,2019/2020
12995,Heracles Almelo,Kristoffer Peterson,24.0,Left Winger,Swansea,€550Th.,out,Summer,0.55,Eredivisie,2019,2019/2020
12996,Heracles Almelo,Wout Droste,30.0,Right-Back,Go Ahead Eagles,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
12997,Heracles Almelo,Zeki Erkilinc,21.0,Left Winger,FC Dordrecht,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
12998,Heracles Almelo,Tim van de Berg,21.0,Centre-Back,DHSC Utrecht,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
12999,Heracles Almelo,Vincent Vermeij,24.0,Centre-Forward,MSV Duisburg,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13000,Heracles Almelo,Bart van Hintum,32.0,Left-Back,FC Groningen,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13001,Heracles Almelo,Lerin Duarte,28.0,Central Midfield,Aris Saloniki,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13018,PEC Zwolle,Younes Namli,25.0,Attacking Midfield,Krasnodar,€2.00m,out,Summer,2.0,Eredivisie,2019,2019/2020
13019,PEC Zwolle,Kingsley Ehizibue,24.0,Right-Back,1. FC Köln,€2.00m,out,Summer,2.0,Eredivisie,2019,2019/2020
13020,PEC Zwolle,Sepp van den Berg,17.0,Centre-Back,Liverpool,€1.90m,out,Summer,1.9,Eredivisie,2019,2019/2020
13021,PEC Zwolle,Ruben Ligeon,27.0,Right-Back,AS Trencin,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13022,PEC Zwolle,Dico Koppers,27.0,Left-Back,Almere City,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13023,PEC Zwolle,Anass Achahbar,25.0,Attacking Midfield,FC Dordrecht,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13024,PEC Zwolle,Mickey van der Hart,25.0,Goalkeeper,Lech Poznan,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13046,PSV Eindhoven,Hirving Lozano,24.0,Right Winger,SSC Napoli,€45.00m,out,Summer,45.0,Eredivisie,2019,2019/2020
13047,PSV Eindhoven,Luuk de Jong,28.0,Centre-Forward,Sevilla FC,€12.50m,out,Summer,12.5,Eredivisie,2019,2019/2020
13048,PSV Eindhoven,Angeliño,22.0,Left-Back,Man City,€12.00m,out,Summer,12.0,Eredivisie,2019,2019/2020
13049,PSV Eindhoven,Aziz Behich,28.0,Left-Back,Basaksehir,€1.00m,out,Summer,1.0,Eredivisie,2019,2019/2020
13050,PSV Eindhoven,Kenneth Paal,22.0,Left-Back,PEC Zwolle,€350Th.,out,Summer,0.35,Eredivisie,2019,2019/2020
13051,PSV Eindhoven,Eloy Room,30.0,Goalkeeper,Columbus Crew,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13052,PSV Eindhoven,Trent Sainsbury,27.0,Centre-Back,Maccabi Haifa,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13071,RKC Waalwijk,Darren Maatsen,29.0,Right Winger,Stabæk Fotball,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13072,RKC Waalwijk,Gigli Ndefe,25.0,Right-Back,MFK Karvina,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13073,RKC Waalwijk,Roland Bergkamp,28.0,Centre-Forward,Katwijk,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13074,RKC Waalwijk,Jordy Zielschot,24.0,Goalkeeper,SteDoCo,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13090,Sparta Rotterdam,Denzel James,25.0,Left Winger,Noordwijk,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13091,Sparta Rotterdam,Janne Saksela,26.0,Right-Back,Ilves,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13092,Sparta Rotterdam,Royston Drenthe,32.0,Left Winger,Kozakken Boys,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13093,Sparta Rotterdam,Gregor Breinburg,27.0,Defensive Midfield,De Graafschap,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13094,Sparta Rotterdam,Édouard Duplan,36.0,Left Winger,Westlandia,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13095,Sparta Rotterdam,Dries Wuytens,28.0,Centre-Back,Ness Ziona,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13117,Twente Enschede FC,Alexander Laukart,20.0,Attacking Midfield,FC Den Bosch,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13118,Twente Enschede FC,Nick Hengelman,29.0,Goalkeeper,Ajax Cape Town,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13119,Twente Enschede FC,Jeroen van der Lely,23.0,Right-Back,Vendsyssel FF,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13120,Twente Enschede FC,Nacho Monsalve,25.0,Centre-Back,NAC Breda,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13121,Twente Enschede FC,Jelle van der Heyden,24.0,Defensive Midfield,Vendsyssel FF,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13122,Twente Enschede FC,Rafael Ramos,24.0,Right-Back,Santa Clara,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13123,Twente Enschede FC,Tom Boere,26.0,Centre-Forward,KFC Uerdingen,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13151,FC Utrecht,Nicolas Gavory,24.0,Left-Back,Standard Liège,€3.10m,out,Summer,3.1,Eredivisie,2019,2019/2020
13152,FC Utrecht,Lukas Görtler,25.0,Central Midfield,FC St. Gallen,€450Th.,out,Summer,0.45,Eredivisie,2019,2019/2020
13153,FC Utrecht,Nick Marsman,28.0,Goalkeeper,Feyenoord,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13154,FC Utrecht,Michiel Kramer,30.0,Centre-Forward,ADO Den Haag,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13180,Vitesse Arnhem,Vyacheslav Karavaev,24.0,Right-Back,Zenit S-Pb,€8.00m,out,Summer,8.0,Eredivisie,2019,2019/2020
13181,Vitesse Arnhem,Rasmus Thelander,28.0,Centre-Back,Aalborg BK,€100Th.,out,Summer,0.1,Eredivisie,2019,2019/2020
13182,Vitesse Arnhem,Maikel van der Werff,30.0,Centre-Back,Cincinnati,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13206,VVV-Venlo,Peniel Mlapa,28.0,Centre-Forward,Ittihad Kalba,€2.50m,out,Summer,2.5,Eredivisie,2019,2019/2020
13207,VVV-Venlo,Josimar Lima,30.0,Centre-Back,ASWH,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13208,VVV-Venlo,Evren Korkmaz,22.0,Centre-Back,Adanaspor,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13209,VVV-Venlo,Axel Borgmann,25.0,Left-Back,Energie Cottbus,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13210,VVV-Venlo,Moreno Rutten,26.0,Right-Back,Crotone,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13235,Willem II Tilburg,Dan Crowley,21.0,Attacking Midfield,Birmingham,€780Th.,out,Summer,0.78,Eredivisie,2019,2019/2020
13236,Willem II Tilburg,Elmo Lieftink,25.0,Defensive Midfield,Go Ahead Eagles,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13237,Willem II Tilburg,Kristófer Kristinsson,20.0,Centre-Forward,Grenoble,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13238,Willem II Tilburg,Jordy Croux,25.0,Right Winger,Roda JC,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13239,Willem II Tilburg,Mattijs Branderhorst,25.0,Goalkeeper,NEC Nijmegen,free transfer,out,Summer,0.0,Eredivisie,2019,2019/2020
13265,Ajax Amsterdam,Luis Orejuela,24.0,Right-Back,Cruzeiro,€1.30m,out,Winter,1.3,Eredivisie,2019,2019/2020
13266,Ajax Amsterdam,Siem de Jong,31.0,Attacking Midfield,Cincinnati,free transfer,out,Winter,0.0,Eredivisie,2019,2019/2020
13272,AZ Alkmaar,Björn Johnsen,28.0,Centre-Forward,Ulsan Hyundai,€1.00m,out,Winter,1.0,Eredivisie,2019,2019/2020
13280,FC Emmen,Luciano Slagveer,26.0,Right Winger,Puskás AFC,€50Th.,out,Winter,0.05,Eredivisie,2019,2019/2020
13284,Feyenoord Rotterdam,Sam Larsson,26.0,Left Winger,DL Pro,€5.00m,out,Winter,5.0,Eredivisie,2019,2019/2020
13285,Feyenoord Rotterdam,Yassin Ayoub,25.0,Central Midfield,Panathinaikos,free transfer,out,Winter,0.0,Eredivisie,2019,2019/2020
13301,FC Groningen,Samir Memisevic,26.0,Centre-Back,HB CFFC,€1.50m,out,Winter,1.5,Eredivisie,2019,2019/2020
13302,FC Groningen,Jannik Pohl,23.0,Centre-Forward,AC Horsens,free transfer,out,Winter,0.0,Eredivisie,2019,2019/2020
13308,SC Heerenveen,Nemanja Mihajlovic,23.0,Left Winger,Arka Gdynia,€450Th.,out,Winter,0.45,Eredivisie,2019,2019/2020
13314,Heracles Almelo,Lennart Czyborra,20.0,Left-Back,Atalanta BC,€4.60m,out,Winter,4.6,Eredivisie,2019,2019/2020
13316,PEC Zwolle,Darryl Lachman,30.0,Centre-Back,Hapoel Raanana,free transfer,out,Winter,0.0,Eredivisie,2019,2019/2020
13322,PSV Eindhoven,Steven Bergwijn,22.0,Left Winger,Spurs,€30.00m,out,Winter,30.0,Eredivisie,2019,2019/2020
13323,PSV Eindhoven,Gastón Pereiro,24.0,Attacking Midfield,Cagliari Calcio,€4.60m,out,Winter,4.6,Eredivisie,2019,2019/2020
13330,RKC Waalwijk,Stijn Spierings,23.0,Defensive Midfield,Levski Sofia,€500Th.,out,Winter,0.5,Eredivisie,2019,2019/2020
13331,RKC Waalwijk,Dean van der Sluys,24.0,Left-Back,TOP Oss,free transfer,out,Winter,0.0,Eredivisie,2019,2019/2020
13332,RKC Waalwijk,Kevin Vermeulen,29.0,Attacking Midfield,FC Dordrecht,free transfer,out,Winter,0.0,Eredivisie,2019,2019/2020
13337,Sparta Rotterdam,Halil Dervisoglu,20.0,Centre-Forward,Brentford,€3.00m,out,Winter,3.0,Eredivisie,2019,2019/2020
13338,Sparta Rotterdam,Lars Veldwijk,28.0,Centre-Forward,Jeonbuk Hyundai,€300Th.,out,Winter,0.3,Eredivisie,2019,2019/2020
13339,Sparta Rotterdam,Abdallah Aberkane,19.0,Right-Back,Excelsior,free transfer,out,Winter,0.0,Eredivisie,2019,2019/2020
13346,FC Utrecht,Simon Makienok,29.0,Centre-Forward,Dynamo Dresden,€100Th.,out,Winter,0.1,Eredivisie,2019,2019/2020
13356,Vitesse Arnhem,Navarone Foor,27.0,Attacking Midfield,Ittihad Kalba,€500Th.,out,Winter,0.5,Eredivisie,2019,2019/2020
13357,Vitesse Arnhem,Keisuke Honda,33.0,Attacking Midfield,Botafogo,free transfer,out,Winter,0.0,Eredivisie,2019,2019/2020
13365,VVV-Venlo,Samuel Scheimann,32.0,Left-Back,Kiryat Shmona,free transfer,out,Winter,0.0,Eredivisie,2019,2019/2020
13366,VVV-Venlo,Elia Soriano,30.0,Centre-Forward,Hapoel Raanana,free transfer,out,Winter,0.0,Eredivisie,2019,2019/2020
13369,Willem II Tilburg,Karim Coulibaly,26.0,Left Winger,SC Toulon,free transfer,out,Winter,0.0,Eredivisie,2019,2019/2020
13397,ADO Den Haag,Lex Immers,34.0,Attacking Midfield,NAC Breda,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13398,ADO Den Haag,Dion Malone,31.0,Centre-Back,NAC Breda,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13399,ADO Den Haag,Thijmen Goppel,23.0,Right Midfield,Roda JC,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13400,ADO Den Haag,Thom Haye,25.0,Defensive Midfield,NAC Breda,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13401,ADO Den Haag,Erik Falkenburg,32.0,Attacking Midfield,Roda JC,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13402,ADO Den Haag,Elson Hooi,28.0,Right Winger,Muaither SC,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13403,ADO Den Haag,Tom Beugelsdijk,30.0,Centre-Back,Sparta R.,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13430,Ajax Amsterdam,Hakim Ziyech,27.0,Attacking Midfield,Chelsea,€40.00m,out,Summer,40.0,Eredivisie,2020,2020/2021
13431,Ajax Amsterdam,Donny van de Beek,23.0,Central Midfield,Man Utd,€39.00m,out,Summer,39.0,Eredivisie,2020,2020/2021
13432,Ajax Amsterdam,Sergiño Dest,19.0,Right-Back,Barcelona,€21.00m,out,Summer,21.0,Eredivisie,2020,2020/2021
13433,Ajax Amsterdam,Joël Veltman,28.0,Right-Back,Brighton,€1.00m,out,Summer,1.0,Eredivisie,2020,2020/2021
13457,AZ Alkmaar,Oussama Idrissi,24.0,Left Winger,Sevilla FC,€12.00m,out,Summer,12.0,Eredivisie,2020,2020/2021
13458,AZ Alkmaar,Ondrej Mihalik,23.0,Centre-Forward,Viktoria Plzen,€850Th.,out,Summer,0.85,Eredivisie,2020,2020/2021
13459,AZ Alkmaar,Stijn Wuytens,30.0,Centre-Back,Lommel SK,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13460,AZ Alkmaar,Leon Bergsma,23.0,Centre-Back,FC Aarau,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13476,FC Emmen,Jafar Arias,25.0,Centre-Forward,VVV-Venlo,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13477,FC Emmen,Wouter Marinus,25.0,Attacking Midfield,ZZVV,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13478,FC Emmen,Matthias Hamrol,26.0,Goalkeeper,Wehen Wiesbaden,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13479,FC Emmen,Ruben Roosken,20.0,Left-Back,TOP Oss,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13480,FC Emmen,Freddy Quispel,19.0,Centre-Forward,VfB Oldenburg,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13481,FC Emmen,Michaël Heylen,26.0,Centre-Back,Sparta R.,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13482,FC Emmen,Leon Sopic,19.0,Centre-Back,Din. Zagreb II,€25Th.,out,Summer,0.025,Eredivisie,2020,2020/2021
13503,Feyenoord Rotterdam,Jan-Arie van der Heijden,32.0,Centre-Back,Willem II,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13504,Feyenoord Rotterdam,Calvin Verdonk,23.0,Left-Back,Famalicão,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13505,Feyenoord Rotterdam,Renato Tapia,25.0,Defensive Midfield,Celta de Vigo,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13535,Fortuna Sittard,Mark Diemers,26.0,Central Midfield,Feyenoord,€1.30m,out,Summer,1.3,Eredivisie,2020,2020/2021
13536,Fortuna Sittard,Amadou Ciss,21.0,Left Winger,Amiens SC,€1.20m,out,Summer,1.2,Eredivisie,2020,2020/2021
13537,Fortuna Sittard,Azbe Jug,28.0,Goalkeeper,NK Maribor,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13538,Fortuna Sittard,Job van de Walle,22.0,Goalkeeper,Sportclub '25,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13539,Fortuna Sittard,Bo Breukers,21.0,Central Midfield,Groene Ster,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13540,Fortuna Sittard,Lazar Kojic,20.0,Central Midfield,Proleter,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13541,Fortuna Sittard,Rowen Koot,21.0,Goalkeeper,Helmond Sport,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13542,Fortuna Sittard,Luc Tinnemans,22.0,Defensive Midfield,EVV Echt,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13543,Fortuna Sittard,Wessel Dammers,25.0,Centre-Back,FC Groningen,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13544,Fortuna Sittard,Patrik Raitanen,19.0,Centre-Back,SPAL U19,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13575,FC Groningen,Deyovaisio Zeefuik,22.0,Right-Back,Hertha BSC,€4.00m,out,Summer,4.0,Eredivisie,2020,2020/2021
13576,FC Groningen,Ajdin Hrustic,24.0,Central Midfield,E. Frankfurt,€1.00m,out,Summer,1.0,Eredivisie,2020,2020/2021
13577,FC Groningen,Tom van de Looi,21.0,Defensive Midfield,Brescia,€450Th.,out,Summer,0.45,Eredivisie,2020,2020/2021
13578,FC Groningen,Amir Absalem,23.0,Left-Back,Roda JC,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13579,FC Groningen,Mike te Wierik,28.0,Centre-Back,Derby,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13580,FC Groningen,Django Warmerdam,24.0,Left-Back,FC Utrecht,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13603,SC Heerenveen,Chidera Ejuke,22.0,Left Winger,CSKA Moscow,€11.50m,out,Summer,11.5,Eredivisie,2020,2020/2021
13604,SC Heerenveen,Hicham Faik,28.0,Defensive Midfield,Al-Faisaly FC,€700Th.,out,Summer,0.7,Eredivisie,2020,2020/2021
13605,SC Heerenveen,Trevor Doornbusch,21.0,Goalkeeper,Telstar,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13606,SC Heerenveen,Ricardo van Rhijn,29.0,Right-Back,FC Emmen,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13607,SC Heerenveen,Filip Bednarek,27.0,Goalkeeper,Lech Poznan,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13608,SC Heerenveen,Daniel Höegh,29.0,Centre-Back,FC Midtjylland,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13629,Heracles Almelo,Cyriel Dessers,25.0,Centre-Forward,KRC Genk,€4.00m,out,Summer,4.0,Eredivisie,2020,2020/2021
13630,Heracles Almelo,Alexander Merkel,28.0,Central Midfield,Al-Faisaly FC,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13631,Heracles Almelo,Mohammed Osman,26.0,Central Midfield,Al-Kharaitiyat,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13632,Heracles Almelo,Stephen Sama,27.0,Centre-Back,Accrington,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13633,Heracles Almelo,Dabney dos Santos,24.0,Attacking Midfield,FC Sheriff,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13634,Heracles Almelo,Sebastian Jakubiak,27.0,Central Midfield,1.FC Magdeburg,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13635,Heracles Almelo,Maximilian Rossmann,25.0,Centre-Back,Viktoria Köln,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13636,Heracles Almelo,Jesper Drost,27.0,Attacking Midfield,PEC Zwolle,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13637,Heracles Almelo,Dario Van den Buijs,24.0,Centre-Back,Beerschot V.A.,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13638,Heracles Almelo,Reuven Niemeijer,25.0,Second Striker,Excelsior,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13639,Heracles Almelo,Jelle van Benthem,21.0,Centre-Back,SV Straelen,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13640,Heracles Almelo,Joey Konings,22.0,Centre-Forward,De Graafschap,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13641,Heracles Almelo,Niels Leemhuis,22.0,Attacking Midfield,Excelsior '31,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13656,PEC Zwolle,Gustavo Hamer,23.0,Defensive Midfield,Coventry,€1.50m,out,Summer,1.5,Eredivisie,2020,2020/2021
13657,PEC Zwolle,Zian Flemming,22.0,Attacking Midfield,Fortuna Sittard,€200Th.,out,Summer,0.2,Eredivisie,2020,2020/2021
13658,PEC Zwolle,Stanley Elbers,28.0,Right Winger,FC Hermannstadt,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13659,PEC Zwolle,Lennart Thy,28.0,Centre-Forward,Sparta R.,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13660,PEC Zwolle,Rick Dekker,25.0,Defensive Midfield,De Graafschap,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13682,PSV Eindhoven,Sam Lammers,23.0,Centre-Forward,Atalanta BC,€7.00m,out,Summer,7.0,Eredivisie,2020,2020/2021
13683,PSV Eindhoven,Jeroen Zoet,29.0,Goalkeeper,Spezia Calcio,€1.50m,out,Summer,1.5,Eredivisie,2020,2020/2021
13684,PSV Eindhoven,Robbin Ruiter,33.0,Goalkeeper,Willem II,€200Th.,out,Summer,0.2,Eredivisie,2020,2020/2021
13685,PSV Eindhoven,Luuk Koopmans,26.0,Goalkeeper,ADO Den Haag,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13686,PSV Eindhoven,Yanick van Osch,23.0,Goalkeeper,Fortuna Sittard,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13687,PSV Eindhoven,Hidde Jurjus,26.0,Goalkeeper,KFC Uerdingen,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13713,RKC Waalwijk,Henrico Drost,33.0,Centre-Back,ASWH,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13714,RKC Waalwijk,Mario Bilate,29.0,Centre-Forward,NAC Breda,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13715,RKC Waalwijk,David Panka,20.0,Left Winger,Miedz Legnica,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13716,RKC Waalwijk,Daan Rienstra,27.0,Central Midfield,Volos NPS,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13717,RKC Waalwijk,Ingo van Weert,26.0,Centre-Back,Stomil Olsztyn,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13718,RKC Waalwijk,Nando Nöstlinger,22.0,Central Midfield,Lokeren-Temse,Loan fee:€20Th.,out,Summer,0.02,Eredivisie,2020,2020/2021
13744,Sparta Rotterdam,Ragnar Ache,21.0,Centre-Forward,E. Frankfurt,€2.00m,out,Summer,2.0,Eredivisie,2020,2020/2021
13745,Sparta Rotterdam,Elayis Tavsan,19.0,Right Winger,NEC Nijmegen,€200Th.,out,Summer,0.2,Eredivisie,2020,2020/2021
13746,Sparta Rotterdam,Jurgen Mattheij,27.0,Centre-Back,CSKA-Sofia,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13747,Sparta Rotterdam,Bradley Martis,22.0,Left-Back,NK Celje,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13773,Twente Enschede FC,Jorn Brondeel,26.0,Goalkeeper,Willem II,€50Th.,out,Summer,0.05,Eredivisie,2020,2020/2021
13774,Twente Enschede FC,Emil Berggreen,27.0,Centre-Forward,Greuther Fürth,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13775,Twente Enschede FC,Aitor Cantalapiedra,24.0,Right Winger,Panathinaikos,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13776,Twente Enschede FC,Haris Vuckic,27.0,Centre-Forward,Real Zaragoza,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13777,Twente Enschede FC,Peet Bijen,25.0,Centre-Back,ADO Den Haag,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
13805,FC Utrecht,Sean Klaiber,26.0,Right-Back,Ajax,€4.25m,out,Summer,4.25,Eredivisie,2020,2020/2021
13806,FC Utrecht,Patrick Joosten,24.0,Left Winger,FC Groningen,€600Th.,out,Summer,0.6,Eredivisie,2020,2020/2021
13807,FC Utrecht,Jean-Christophe Bahebeck,27.0,Centre-Forward,Partizan,free transfer,out,Summer,0.0,Eredivisie,2020,2020/2021
